ASV_name	Kingdom	Phylum	Class	Order	Family	Genus	Species
euk_asv7249	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv7250	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-15	Dino-II-15 uc	Dino-II-15 uc_sp.
euk_asv7251	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv7252	Eukaryota	Radiolaria	Polycystinea	Nassellaria	Plagiacanthoidea	Plagiacanthoidea uc	Plagiacanthoidea uc
euk_asv7253	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7254	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-5	Dino-II-5 uc	Dino-II-5 uc_sp.
euk_asv7255	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales uc	Peridiniales uc	Peridiniales uc
euk_asv7256	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7258	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7259	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7260	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiales uc	Suessiales uc	Suessiales uc
euk_asv7261	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7262	Eukaryota	Chlorophyta	Pyramimonadales	Pyramimonadales uc	Pyramimonadales uc	Pyramimonas	Pyramimonas_australis
euk_asv7263	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea uc	Mataza-lineage	Mataza-lineage uc	Mataza-lineage uc_sp.
euk_asv7264	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7265	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochophyceae uc	Pedinellales	Pedinellales uc	Pedinellales uc_sp.
euk_asv7266	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Picea	Picea_morrisonicola
euk_asv7270	Eukaryota	Radiolaria	RAD-C	RAD-C uc	RAD-C uc	RAD-C uc	RAD-C uc_sp.
euk_asv7271	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea uc	Filosa-Thecofilosea uc	Filosa-Thecofilosea uc	Filosa-Thecofilosea uc_sp.
euk_asv7272	Eukaryota	Pseudofungi	MAST-1	MAST-1B	MAST-1B uc	MAST-1B uc	MAST-1B uc_sp.
euk_asv7273	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_gemmipara
euk_asv7274	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_mammillata
euk_asv7275	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-5	Dino-II-5 uc	Dino-II-5 uc_sp.
euk_asv7276	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv7277	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriida uc	Ebriida uc	Ebriida uc
euk_asv7278	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_sp.
euk_asv7279	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Albizia	Albizia_julibrissin
euk_asv7280	Eukaryota	Cercozoa	Phaeodarea	Phaeocalpida	Porospathidae	Porospathis	Porospathis_holostoma
euk_asv7281	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Cyberlindnera	Cyberlindnera_jadinii
euk_asv7282	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Araphid-pennate	Araphid-pennate uc	Araphid-pennate uc
euk_asv7283	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7284	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiida uc	Strombidiida uc	Strombidiida uc
euk_asv7285	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv7286	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv7287	Eukaryota	Cercozoa	Phaeodarea	Phaeocalpida	Phaeocalpida uc	Phaeocalpida uc	Phaeocalpida uc
euk_asv7288	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriidae	Ebria	Ebria_tripartita
euk_asv7289	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Navicula	Navicula_sp.
euk_asv7290	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv7291	Eukaryota	Ciliophora	Oligohymenophorea	OLIGO5	OLIGO5 uc	OLIGO5 uc	OLIGO5 uc_sp.
euk_asv7292	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv7293	Eukaryota	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_2	Parmales_env_2 uc	Parmales_env_2 uc_sp.
euk_asv7294	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-21	Dino-II-21 uc	Dino-II-21 uc_sp.
euk_asv7295	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv7296	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_brevis_3
euk_asv7297	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-15	Dino-II-15 uc	Dino-II-15 uc_sp.
euk_asv7299	Eukaryota	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Amphifilidae	Amphifilidae_sp.
euk_asv7300	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7301	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_Clade_F	Prymnesiophyceae_Clade_F uc	Prymnesiophyceae_Clade_F uc	Prymnesiophyceae_Clade_F uc_sp.
euk_asv7302	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv7303	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales uc	Gymnodiniales uc	Gymnodiniales uc
euk_asv7304	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv7305	Eukaryota	Ochrophyta	MOCH-2	MOCH-2 uc	MOCH-2 uc	MOCH-2 uc	MOCH-2 uc_sp.
euk_asv7306	Eukaryota	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_sp.
euk_asv7307	Eukaryota	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida uc	Marimonadida uc	Marimonadida uc_sp.
euk_asv7308	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Fragilariopsis	Fragilariopsis_cylindrus
euk_asv7309	Eukaryota	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Amphifilidae	Amphifilidae_sp.
euk_asv7310	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas uc
euk_asv7311	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv7312	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv7313	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Thaumatomastix	Thaumatomastix_sp.
euk_asv7314	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Bacillaria	Bacillaria_paxillifer
euk_asv7315	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Lepidodinium_chlorophorum
euk_asv7316	Eukaryota	Ciliophora	Nassophorea	Nassophorea uc	Discotrichidae	NASSO_1	NASSO_1_sp.
euk_asv7317	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7318	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Navicula	Navicula_radiosa
euk_asv7319	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv7320	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Juniperus	Juniperus_chinensis
euk_asv7321	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv7322	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastigaceae-AB	Crustomastigaceae-AB_sp.
euk_asv7323	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv7324	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv7325	Eukaryota	Dinoflagellata	Dinophyceae	Dinophysiales	Oxyphysiaceae	Phalachroma	Phalacroma_mitra
euk_asv7326	Eukaryota	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_fusus
euk_asv7327	Eukaryota	Ciliophora	Spirotrichea	Hypotrichia	Pseudokeronopsidae	Thigmokeronopsis	Thigmokeronopsis_stoecki
euk_asv7328	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-28	Dino-II-28 uc	Dino-II-28 uc_sp.
euk_asv7329	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae H	Chrysophyceae H uc	Chrysophyceae H uc_sp.
euk_asv7330	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv7331	Eukaryota	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
euk_asv7332	Eukaryota	Opalozoa	MAST-3	MAST-3I	MAST-3I uc	MAST-3I uc	MAST-3I uc_sp.
euk_asv7333	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Araphid-pennate	Plagiostriata	Plagiostriata_goreensis
euk_asv7334	Eukaryota	Ciliophora	Oligohymenophorea	Apostomatia	Apostomatia uc	Apostomatia uc	Apostomatia uc
euk_asv7335	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Thalassiosira	Thalassiosira uc
euk_asv7336	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-21	Dino-II-21 uc	Dino-II-21 uc_sp.
euk_asv7337	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_sp.
euk_asv7338	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
euk_asv7339	Eukaryota	Ochrophyta	Pelagophyceae	Pelagophyceae uc	Pelagophyceae uc	Pelagophyceae uc	Pelagophyceae uc_sp.
euk_asv7340	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Navicula	Navicula_lanceolata
euk_asv7341	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea uc	Mataza-lineage	Mataza-lineage uc	Mataza-lineage uc_sp.
euk_asv7342	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Raphid-pennate uc	Raphid-pennate uc
euk_asv7343	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
euk_asv7344	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Araphid-pennate	Araphid-pennate uc	Araphid-pennate uc
euk_asv7345	Eukaryota	Stramenopiles uc	Stramenopiles uc-Group-2	Stramenopiles uc-Group-2 uc	Stramenopiles uc-Group-2 uc	Stramenopiles uc-Group-2 uc	Stramenopiles uc-Group-2 uc_sp.
euk_asv7346	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Thalassiosira	Thalassiosira_sp.
euk_asv7347	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Thalassiosira	Thalassiosira_sp.
euk_asv7348	Eukaryota	Ochrophyta	MOCH-5	MOCH-5 uc	MOCH-5 uc	MOCH-5 uc	MOCH-5 uc_sp.
euk_asv7349	Eukaryota	Haptophyta	Prymnesiophyceae	Isochrysidales	Isochrysidaceae	Isochrysidaceae uc	Isochrysidaceae uc_sp.
euk_asv7350	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv7351	Eukaryota	Opalozoa	MAST-12	MAST-12E	MAST-12E uc	MAST-12E uc	MAST-12E uc_sp.
euk_asv7352	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv7353	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv7355	Eukaryota	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_fusus
euk_asv7356	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros uc
euk_asv7357	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv7358	Eukaryota	Radiolaria	Acantharea	Acantharea-Group-II	Acantharea-Group-II uc	Acantharea-Group-II uc	Acantharea-Group-II uc_sp.
euk_asv7359	Eukaryota	Radiolaria	Polycystinea	Collodaria	Sphaerozoidae	Collozoum	Collozoum_pelagicum
euk_asv7360	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiophyceae_Clade_B4	Prymnesiophyceae_Clade_B4 uc	Prymnesiophyceae_Clade_B4 uc_sp.
euk_asv7361	Eukaryota	Pseudofungi	MAST-1	MAST-1C	MAST-1C uc	MAST-1C uc	MAST-1C uc_sp.
euk_asv7362	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv7363	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv7364	Eukaryota	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Thraustochytriaceae uc	Thraustochytriaceae uc_sp.
euk_asv7365	Eukaryota	Chlorophyta	Pyramimonadales	Pyramimonadales uc	Pyramimonadales uc	Pyramimonadales uc	Pyramimonadales uc_sp.
euk_asv7366	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv7367	Eukaryota	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida uc	Chlorarachnida uc	Chlorarachnida uc_sp.
euk_asv7368	Eukaryota	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae uc	Labyrinthulaceae uc_sp.
euk_asv7369	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Podolampadaceae	Lessardia	Lessardia_elongata
euk_asv7370	Eukaryota	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales uc	Teleaulax	Teleaulax_gracilis
euk_asv7372	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-23	Dino-II-23 uc	Dino-II-23 uc_sp.
euk_asv7373	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv7374	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
euk_asv7375	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv7376	Eukaryota	Sagenista	MAST-9	MAST-9D	MAST-9D uc	MAST-9D uc	MAST-9D uc_sp.
euk_asv7377	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium uc
euk_asv7378	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-12	Dino-II-12 uc	Dino-II-12 uc_sp.
euk_asv7379	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
euk_asv7380	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Navicula	Navicula_sp.
euk_asv7381	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Embryophyceae uc uc	Embryophyceae uc uc
euk_asv7382	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv7383	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae C	Chrysophyceae C uc	Chrysophyceae C uc_sp.
