ASV_name	Kingdom	Phylum	Class	Order	Family	Genus	Species
euk_asv3324	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae C	Chrysophyceae C uc	Chrysophyceae C uc_sp.
euk_asv3325	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3326	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv3327	Eukaryota	Ciliophora	Nassophorea	Nassophorea uc	Discotrichidae	Discotrichidae uc	Discotrichidae uc_sp.
euk_asv3328	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv3329	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3330	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-44	Dino-II-44 uc	Dino-II-44 uc_sp.
euk_asv3331	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii
euk_asv3332	Eukaryota	Cercozoa	Filosa-Imbricatea	Euglyphida	Euglyphida uc	Euglyphida uc	Euglyphida uc_sp.
euk_asv3333	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv3334	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3335	Eukaryota	Ciliophora	Phyllopharyngea	Cyrtophoria_1	PHYLL_4	PHYLL_4 uc	PHYLL_4 uc_sp.
euk_asv3336	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii
euk_asv3338	Eukaryota	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
euk_asv3339	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv3340	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Lecanicillium	Lecanicillium_saksenae
euk_asv3341	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III uc	Dino-Group-III uc	Dino-Group-III uc_sp.
euk_asv3342	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-6	Dino-II-6 uc	Dino-II-6 uc_sp.
euk_asv3343	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Stauroneis	Stauroneis uc
euk_asv3345	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium_roseum
euk_asv3346	Eukaryota	Radiolaria	RAD-A	RAD-A uc	RAD-A uc	RAD-A uc	RAD-A uc_sp.
euk_asv3348	Eukaryota	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_ostenfeldii
euk_asv3349	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3350	Eukaryota	Telonemia	Telonemia uc	Telonemia uc	Telonemia-Group-1	Telonemia-Group-1 uc	Telonemia-Group-1 uc_sp.
euk_asv3351	Eukaryota	Chlorophyta	Prasino-Clade-VIII	Prasino-Clade-VIII uc	Prasino-Clade-VIII uc	Prasino-Clade-VIII uc	Prasino-Clade-VIII uc_sp.
euk_asv3352	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae H	Chrysophyceae H uc	Chrysophyceae H uc_sp.
euk_asv3353	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
euk_asv3354	Eukaryota	Picozoa	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc_sp.
euk_asv3355	Eukaryota	Ciliophora	Oligohymenophorea	OLIGO5	OLIGO5 uc	OLIGO5 uc	OLIGO5 uc_sp.
euk_asv3356	Eukaryota	Sagenista	MAST-8	MAST-8E	MAST-8E uc	MAST-8E uc	MAST-8E uc_sp.
euk_asv3357	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae H	Chrysophyceae H uc	Chrysophyceae H uc_sp.
euk_asv3358	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_cordata
euk_asv3359	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-9	Dino-II-9 uc	Dino-II-9 uc_sp.
euk_asv3360	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3361	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
euk_asv3362	Eukaryota	Chlorophyta	Prasino-Clade-V	Pseudoscourfieldiales	Pycnococcaceae	Pycnococcaceae uc	Pycnococcaceae uc_sp.
euk_asv3364	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiales uc	Suessiales uc	Suessiales uc_sp.
euk_asv3365	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3366	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv3367	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-2	Dino-I-2 uc	Dino-I-2 uc_sp.
euk_asv3368	Eukaryota	Radiolaria	RAD-C	RAD-C uc	RAD-C uc	RAD-C uc	RAD-C uc_sp.
euk_asv3369	Eukaryota	Sagenista	MAST-9	MAST-9D	MAST-9D uc	MAST-9D uc	MAST-9D uc_sp.
euk_asv3370	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-IV	Dino-Group-IV-Hematodinium-Group	Hematodinium	Hematodinium_sp.
euk_asv3371	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiophyceae_Clade_B4	Prymnesiophyceae_Clade_B4 uc	Prymnesiophyceae_Clade_B4 uc_sp.
euk_asv3372	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3373	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis
euk_asv3374	Eukaryota	Telonemia	Telonemia uc	Telonemia uc	Telonemia-Group-2	Telonemia-Group-2 uc	Telonemia-Group-2 uc_sp.
euk_asv3375	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_spirale
euk_asv3376	Eukaryota	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles ucX	Stramenopiles ucX_sp.
euk_asv3377	Eukaryota	Ciliophora	Phyllopharyngea	Cyrtophoria_1	PHYLL_4	PHYLL_4 uc	PHYLL_4 uc_sp.
euk_asv3378	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-5	Dino-II-5 uc	Dino-II-5 uc_sp.
euk_asv3380	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-23	Dino-II-23 uc	Dino-II-23 uc_sp.
euk_asv3381	Eukaryota	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_1	Parmales_env_1 uc	Parmales_env_1 uc_sp.
euk_asv3382	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-5	Dino-II-5 uc	Dino-II-5 uc_sp.
euk_asv3383	Eukaryota	Pseudofungi	Oomycota	Oomycota uc	Oomycota uc	Oomycota uc	Oomycota uc_sp.
euk_asv3384	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-4	Dino-II-4 uc	Dino-II-4 uc_sp.
euk_asv3385	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
euk_asv3386	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-22	Dino-II-22 uc	Dino-II-22 uc_sp.
euk_asv3387	Eukaryota	Opalozoa	MAST-3	MAST-3E	MAST-3E uc	MAST-3E uc	MAST-3E uc_sp.
euk_asv3388	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv3390	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales uc	Gymnodiniales uc	Gymnodiniales uc
euk_asv3391	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc_sp.
euk_asv3392	Eukaryota	Opalozoa	MAST-3	MAST-3I	MAST-3I uc	MAST-3I uc	MAST-3I uc_sp.
euk_asv3393	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3394	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis
euk_asv3395	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_B	Strombidiidae_B uc	Strombidiidae_B uc_sp.
euk_asv3396	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_commoda_A2
euk_asv3398	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis
euk_asv3399	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv3400	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-9	Dino-II-9 uc	Dino-II-9 uc_sp.
euk_asv3401	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv3403	Eukaryota	Telonemia	Telonemia uc	Telonemia uc	Telonemia-Group-2	Telonemia-Group-2 uc	Telonemia-Group-2 uc_sp.
euk_asv3404	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-4	Dino-I-4 uc	Dino-I-4 uc_sp.
euk_asv3405	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales uc	Peridiniales uc	Peridiniales uc
euk_asv3407	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae H	Chrysophyceae H uc	Chrysophyceae H uc_sp.
euk_asv3408	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
euk_asv3409	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_neogracilis
euk_asv3411	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3412	Eukaryota	Chlorophyta	Pyramimonadales	Pyramimonadales uc	Pyramimonadales uc	Pterosperma	Pterosperma_sp.
euk_asv3413	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv3414	Eukaryota	Sagenista	MAST-9	MAST-9C	MAST-9C uc	MAST-9C uc	MAST-9C uc_sp.
euk_asv3415	Eukaryota	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales uc	Plagioselmis	Plagioselmis_prolonga
euk_asv3416	Eukaryota	Opalozoa	MAST-3	MAST-3C	MAST-3C uc	MAST-3C uc	MAST-3C uc_sp.
euk_asv3417	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3418	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
euk_asv3419	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-12	Dino-II-12 uc	Dino-II-12 uc_sp.
euk_asv3420	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Porosira	Porosira_glacialis
euk_asv3421	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Pinus	Pinus_taeda
euk_asv3422	Eukaryota	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Thraustochytriaceae uc	Thraustochytriaceae uc_sp.
euk_asv3423	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_R	Strombidiidae_R uc	Strombidiidae_R uc_sp.
euk_asv3424	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Mediophyceae uc	Mediophyceae uc
euk_asv3425	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea uc	Filosa-Thecofilosea uc	Filosa-Thecofilosea uc	Filosa-Thecofilosea uc_sp.
euk_asv3426	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
euk_asv3427	Eukaryota	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida uc	Chaunacanthida uc	Chaunacanthida uc_sp.
euk_asv3428	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Fragilariopsis	Fragilariopsis uc
euk_asv3430	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3431	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv3432	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Raphid-pennate uc	Raphid-pennate uc
euk_asv3433	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriidae	Ebria	Ebria_tripartita
euk_asv3434	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3435	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3436	Eukaryota	Ochrophyta	MOCH-1	MOCH-1 uc	MOCH-1 uc	MOCH-1 uc	MOCH-1 uc_sp.
euk_asv3437	Eukaryota	Cryptophyta	Cryptophyceae	Goniomonadales	Goniomonadales uc	Goniomonas	Goniomonas_sp.
euk_asv3438	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv3439	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3440	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3441	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata
euk_asv3442	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales uc	Peridiniales uc	Peridiniales uc
euk_asv3443	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3444	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Mediophyceae uc	Mediophyceae uc
euk_asv3445	Eukaryota	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales uc	Teleaulax	Teleaulax_gracilis
euk_asv3446	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-7	Dino-I-7 uc	Dino-I-7 uc_sp.
euk_asv3447	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
euk_asv3448	Eukaryota	Ochrophyta	MOCH-2	MOCH-2 uc	MOCH-2 uc	MOCH-2 uc	MOCH-2 uc_sp.
euk_asv3449	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Thalassiosira	Thalassiosira_sp.
euk_asv3451	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Blastodiniaceae	Blastodinium	Blastodinium_spinulosum
euk_asv3452	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv3453	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3454	Eukaryota	Centroheliozoa	Centroheliozoa uc	Pterocystida	Pterocystida uc	Pterocystida uc	Pterocystida uc
euk_asv3455	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv3458	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3459	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-3	Dino-II-3 uc	Dino-II-3 uc_sp.
euk_asv3460	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-4	Dino-I-4 uc	Dino-I-4 uc_sp.
euk_asv3461	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3462	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia uc
euk_asv3463	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_H	Strombidiidae_H uc	Strombidiidae_H uc_sp.
euk_asv3464	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Thalassiosira	Thalassiosira_sp.
euk_asv3465	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
euk_asv3467	Eukaryota	Radiolaria	RAD-B	RAD-B uc	RAD-B-Group-I	RAD-B-Group-I uc	RAD-B-Group-I uc_sp.
euk_asv3468	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv3469	Eukaryota	Ochrophyta	MOCH-1	MOCH-1 uc	MOCH-1 uc	MOCH-1 uc	MOCH-1 uc_sp.
euk_asv3470	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Raphid-pennate uc	Raphid-pennate uc
euk_asv3471	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae uc	Thoracosphaeraceae uc
euk_asv3472	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_A	Leegaardiellidae_A uc	Leegaardiellidae_A uc_sp.
euk_asv3473	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Pseudohaptolina	Pseudohaptolina uc
euk_asv3474	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
euk_asv3475	Eukaryota	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida uc	Acanthostaurus	Acanthostaurus_purpurascens
euk_asv3477	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa uc
euk_asv3478	Eukaryota	Pseudofungi	Oomycota	Oomycota uc	Oomycota uc uc	Oomycota uc uc	Oomycota uc uc
euk_asv3479	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-55	Dino-II-55 uc	Dino-II-55 uc_sp.
euk_asv3480	Eukaryota	Telonemia	Telonemia uc	Telonemia uc	Telonemia-Group-2	Telonemia-Group-2 uc	Telonemia-Group-2 uc_sp.
euk_asv3481	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Coscinodiscophyceae	Asteromphalus	Asteromphalus_sp.
euk_asv3482	Eukaryota	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida uc	Arthracanthida-Symphyacanthida uc	Arthracanthida-Symphyacanthida uc_sp.
euk_asv3483	Eukaryota	Ciliophora	Spirotrichea	Hypotrichia	Hypotrichia uc	Hypotrichia uc	Hypotrichia uc_sp.
euk_asv3484	Eukaryota	Haptophyta	Prymnesiophyceae	Isochrysidales	Isochrysidaceae	Isochrysidaceae uc	Isochrysidaceae uc_sp.
euk_asv3485	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv3486	Eukaryota	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles ucX	Stramenopiles ucX_sp.
euk_asv3488	Eukaryota	Ciliophora	Spirotrichea	Spirotrichea uc	Spirotrichea uc	Spirotrichea uc	Spirotrichea uc
euk_asv3489	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-6	Dino-II-6 uc	Dino-II-6 uc_sp.
euk_asv3490	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv3491	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	Undellidae	Undellidae uc	Undellidae uc_sp.
euk_asv3492	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Stauroneis	Stauroneis_kriegeri
euk_asv3493	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3494	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv3495	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-17	Dino-II-17 uc	Dino-II-17 uc_sp.
euk_asv3496	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-14	Dino-II-14 uc	Dino-II-14 uc_sp.
euk_asv3497	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales uc	Peridiniales uc	Peridiniales uc
euk_asv3498	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-2	Dino-I-2 uc	Dino-I-2 uc_sp.
euk_asv3499	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Coscinodiscophyceae	Actinocyclus	Actinocyclus_curvatulus
euk_asv3500	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3501	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_neogracilis
euk_asv3502	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis
euk_asv3503	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv3504	Eukaryota	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida uc	Arthracanthida-Symphyacanthida uc uc	Arthracanthida-Symphyacanthida uc uc
euk_asv3505	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv3506	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii
euk_asv3507	Eukaryota	Ciliophora	Spirotrichea	Euplotia	Uronychiidae	Uronychia	Uronychia_setigera
euk_asv3508	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3509	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-21	Dino-II-21 uc	Dino-II-21 uc_sp.
euk_asv3510	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3511	Eukaryota	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa_oceanica
euk_asv3512	Eukaryota	Cercozoa	Filosa-Sarcomonadea	Filosa-Sarcomonadea uc	Filosa-Sarcomonadea uc	Filosa-Sarcomonadea uc	Filosa-Sarcomonadea uc
euk_asv3513	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis
euk_asv3514	Eukaryota	Pseudofungi	MAST-1	MAST-1A	MAST-1A uc	MAST-1A uc	MAST-1A uc_sp.
euk_asv3515	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_mammillata
euk_asv3516	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Balechina	Balechina_pachydermata
euk_asv3517	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3518	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Blastodiniaceae	Blastodinium	Blastodinium uc
euk_asv3519	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv3520	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-3	Dino-I-3 uc	Dino-I-3 uc_sp.
euk_asv3521	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv3522	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Mediophyceae uc	Mediophyceae uc
euk_asv3523	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_L	Strombidiidae_L uc	Strombidiidae_L uc_sp.
euk_asv3524	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium_roseum
euk_asv3526	Eukaryota	Radiolaria	RAD-C	RAD-C uc	RAD-C uc	RAD-C uc	RAD-C uc_sp.
euk_asv3527	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae uc	Thoracosphaeraceae uc_sp.
euk_asv3528	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv3529	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3530	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Thalassiosira	Thalassiosira_sp.
